시군구,시장명,점포명,점포(ID),분류,소재지도로명주소,소재지지번주소,위도,경도,전화번호,홈페이지,배달서비스,취급품목,주력상품,비고,데이터기준일자
서구,양동시장,봄이오는길,1165,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15372467,126.9014793,062-363-3472,,N,도소매,"커튼, 의류",,44448
서구,양동시장,와유포토,1166,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15373096,126.9014822,,,N,도소매,사진,,44448
서구,양동시장,용호상회,1167,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.153764,126.9015198,062-366-3417,,N,도소매,아동복,,44448
서구,양동시장,도라지상회,1168,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-351,35.15379861,126.9015226,062-368-2259,,N,도소매,"버섯, 각종 야채",,44448
서구,양동시장,만수상회,1169,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-351,35.15381513,126.9015284,062-369-8549,,N,도소매,홍어,,44448
서구,양동시장,복순이네반찬가게,1170,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-351,35.15384109,126.9015544,,,N,도소매,"콩자반, 김치",,44448
서구,양동시장,현대식품,1172,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-351,35.15390795,126.9015909,,,N,도소매,"참기름, 들깨, 콩가루",,44448
서구,양동시장,새댁수예,1176,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15403774,126.9016535,062-363-1643,,N,도소매,"모자,수예품",,44448
서구,양동시장,영광침구,1177,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.1540519,126.9016727,062-365-5825,,N,도소매,의류,,44448
서구,양동시장,보라가방,1178,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15407865,126.9016939,062-362-6292,,N,도소매,"가방,의류",,44448
서구,양동시장,대성상회,1179,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15411483,126.9016881,062-369-7933,,N,식료품,"닭, 오리, 해산물",,44448
서구,양동시장,군산수산,1180,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15413686,126.9016698,062-368-3675,,N,수산물,"갈치, 전복, 낙지 등",,44448
서구,양동시장,일심상회,1182,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15391818,126.9017266,062-369-3035,,N,농수산물,"김치, 게, 젓갈",,44448
서구,양동시장,하남상회,1183,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15397088,126.9018016,062-351-4697,,N,농수산물,"김치, 게, 젓갈",,44448
서구,양동시장,광주상회,1185,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15386547,126.9018045,062-361-2127,,N,농수산물,"나물, 채소",,44448
서구,양동시장,삼성상회,1186,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15373254,126.9017747,062-369-0942,,N,농수산물,"나물, 채소",,44448
서구,양동복개시장,삼화수예이불,1187,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15439166,126.9026964,062-367-2345,,N,도소매,이불,,44438
서구,양동복개시장,미창커텐,1188,도소매,광주광역시 서구 천변좌로254번길 3-2,광주광역시 서구 양동 441,35.15406304,126.9030669,062-364-1127,,N,도소매,커텐,,44438
서구,양동복개시장,엄마이불,1189,도소매,광주광역시 서구 천변좌로 243 나동 2층 153호,광주광역시 서구 양동 441,35.15438091,126.9027543,062-363-0333,,N,도소매,이불,,44438
서구,양동복개시장,비너스커텐,1190,도소매,광주광역시 서구 천변좌로 250-1,광주광역시 서구 양동 441,35.15446366,126.9025771,062-364-4816,,N,도소매,커텐,,44438
서구,양동복개시장,루디아 커텐 침구,1191,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15450536,126.9026361,062-369-1300,,N,도소매,"침대,소파",,44438
서구,양동복개시장,삼익가구,1192,도소매,"광주광역시 서구 천변좌로 224-1 가1동9, 52, 54호","광주광역시 서구 양동 441 가1동9, 52, 54호",35.15436653,126.9027349,062-364-8999,,N,도소매,"침대,소파",,44438
서구,양동복개시장,한빛커텐,1193,도소매,광주광역시 서구 천변좌로 226,광주광역시 서구 양동 441,35.15433363,126.9027792,062-352-7620,,N,도소매,커텐,,44438
서구,양동복개시장,샤론장식,1194,도소매,광주광역시 서구 천변좌로 243 복개상가 가1동20호,광주광역시 서구 양동 441 복개상가 가1동20호,35.15446366,126.9025956,062-365-0233,,N,도소매,커텐,,44438
서구,양동복개시장,뮬커튼,1195,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441 뮬 패브릭,35.15450539,126.9026562,062-451-6948,,N,도소매,커텐,,44438
서구,양동복개시장,아름패션,1196,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15457059,126.9027487,062-366-1673,,N,도소매,옷,,44438
서구,양동복개시장,예쁜창,1197,도소매,광주광역시 서구 천변좌로 243 예쁜창,광주광역시 서구 양동 441,35.15454712,126.9028157,062-363-2133,,N,도소매,커텐,,44438
서구,양동복개시장,성산커텐,1198,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15426208,126.903201,062-369-1826,,N,도소매,커텐,,44438
서구,양동복개시장,웰빙커텐,1199,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15421384,126.9031098,062-363-2489,,N,도소매,커텐,,44438
서구,양동복개시장,커텐이야기,1200,도소매,광주광역시 서구 천변좌로 224-1 (양동) 복개상가2층 112,광주광역시 서구 양동 441 (양동) 복개상가2층 112,35.15433391,126.9027072,062-363-8581,,N,도소매,커텐,,44438
서구,양동복개시장,커튼명가,1201,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15431547,126.9028109,062-362-8622,,N,도소매,커텐,,44438
서구,양동복개시장,동신커텐침구,1202,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15435419,126.9028628,062-365-1733,,N,도소매,"침대,소파",,44438
서구,양동복개시장,옥경홈,1203,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15438554,126.9029068,,,N,도소매,커텐,,44438
서구,양동복개시장,방이불 업소전문,1204,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15441505,126.9029248,062-365-1985,,N,도소매,이불,,44438
서구,양동복개시장,서울커텐,1205,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15443902,126.9029068,062-363-1133,,N,도소매,커텐,,44438
서구,양동복개시장,앨리스홈,1206,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.1544676,126.9029508,062-266-7030,,N,도소매,이불,,44438
서구,양동복개시장,인자네,1207,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15419293,126.9031552,062-365-1830,,N,도소매,커텐,,44438
서구,양동복개시장,자미온 방이불 업소전문,1208,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15422122,126.9030532,062-365-1985,,N,도소매,이불,,44438
서구,양동복개시장,자매커텐,1209,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15426563,126.9031222,,,N,도소매,커텐,,44438
서구,양동복개시장,고은커텐,1210,도소매,"광주광역시 서구 천변좌로 224-1 나동 217,219호 (양동) 고은커텐","광주광역시 서구 양동 441 나동 217,219호 (양동) 고은커텐",35.15436177,126.9030995,062-269-1052,,N,도소매,커텐,,44438
서구,양동복개시장,호산나커텐,1211,도소매,광주광역시 서구 천변좌로 243 205.206호,광주광역시 서구 양동 441,35.15338002,126.9042928,062-364-4645,,N,도소매,커텐,,44438
서구,양동복개시장,해마루,1212,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15345033,126.904257,,,N,도소매,커텐,,44438
서구,양동복개시장,클푸드림친구,1213,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15327181,126.904268,062-369-2845,,N,도소매,이불,,44438
서구,양동복개시장,다솔커튼,1214,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15327668,126.9043334,062-673-1206,,N,도소매,커텐,,44438
서구,양동복개시장,에스홈 커텐,1215,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.153253,126.90445,062-266-1820,,N,도소매,커텐,,44438
서구,양동복개시장,그리시아,1216,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.153253,126.90444,062-369-6646,,N,도소매,커텐,,44438
서구,양동복개시장,대광홈패션,1217,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15309,126.90448,,,N,도소매,옷,,44438
서구,양동복개시장,준수커튼,1218,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.153093,126.904485,062-363-9908,,N,도소매,커텐,,44438
서구,양동복개시장,소영홈패션,1219,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.153091,126.904483,,,N,도소매,옷,,44438
서구,양동복개시장,파로마가구,1220,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15327672,126.9045154,062-364-5080,,N,도소매,가구,,44438
서구,양동복개시장,백점김밥,1221,음식점,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15335049,126.9043903,062-363-3378,,N,도소매,"김밥,라면",,44438
서구,양동복개시장,우주상회,1222,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.153967,126.903442,062-365-7671,,N,도소매,옷,,44438
서구,양동복개시장,영도패션,1223,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15395368,126.9034516,062-365-9226,,N,도소매,옷,,44438
서구,양동복개시장,미연사,1224,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15404801,126.9034699,062-368-4205,,N,도소매,옷,,44438
서구,양동복개시장,목화방,1225,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15395561,126.9035634,062-366-7924,,N,도소매,옷,,44438
서구,양동복개시장,이조가구,1226,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15395364,126.9036551,062-363-0002,,N,도소매,가구,,44438
서구,양동복개시장,미미양행,1227,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15391147,126.9037165,062-363-7741,,N,도소매,옷,,44438
서구,양동복개시장,유진사,1228,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.1537797,126.9038156,062-363-2081,,N,도소매,옷,,44438
서구,양동복개시장,영패션,1229,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15364754,126.9039684,062-366-2790,,N,도소매,옷,,44438
서구,양동복개시장,미중사,1230,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15378531,126.9037824,062-366-4445,,N,도소매,옷,,44438
서구,양동복개시장,공주상회,1231,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15360154,126.9040006,062-362-4410,,N,도소매,옷,,44438
서구,양동복개시장,소연이네,1232,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15346193,126.9041573,,,N,도소매,옷,,44438
서구,양동복개시장,주일사,1233,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15347215,126.9042093,062-363-8033,,N,도소매,옷,,44438
서구,양동복개시장,대동상회,1234,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15345915,126.9042406,062-362-7490,,N,도소매,옷,,44438
서구,양동복개시장,수복상회,1235,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15335115,126.9043316,062-364-0948,,N,도소매,옷,,44438
서구,양동복개시장,인성타올,1236,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15329108,126.9044156,062-364-2716,,N,도소매,옷,,44438
서구,양동복개시장,gs유니폼,1237,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15315842,126.9045519,,,N,도소매,옷,,44438
서구,양동복개시장,박지화의상실,1238,도소매,광주광역시 서구 천변좌로 243 복개상가 441-209호,광주광역시 서구 양동 441,35.15324626,126.9046233,062-368-0155,,N,도소매,옷,,44438
서구,양동복개시장,가구할인마트,1239,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15329312,126.9045512,062-351-0365,,N,도소매,옷,,44438
서구,양동복개시장,보물섬회직판장,1240,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15330498,126.9044951,062-351-8345,,N,도소매,광어회.돔,,44438
서구,양동복개시장,이엘커튼,1241,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15342857,126.9043242,,,N,도소매,커튼,,44438
서구,양동복개시장,행운사,1242,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.154179,126.902925,062-365-2407,,N,도소매,커튼,,44438
서구,양동복개시장,제일침구,1243,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15418668,126.9031026,062-368-2911,,N,도소매,침구,,44438
서구,양동복개시장,영창식당,1244,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15406354,126.9031054,062-365-1372,,N,도소매,백반,,44438
서구,양동복개시장,믿음커튼1호점,1245,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15397705,126.9033598,062-363-6552,,N,도소매,커튼,,44438
서구,양동복개시장,miss박,1246,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15424338,126.902964,062-366-8576,,N,도소매,옷,,44438
서구,양동복개시장,해피하우스,1247,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15423022,126.9029694,062-365-3088,,N,도소매,이불.커튼,,44438
서구,양동복개시장,화순수선,1248,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15425877,126.903002,062-365-1351,,N,도소매,수선,,44438
서구,양동복개시장,믿음커튼2호점,1249,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15425877,126.9029966,062-363-6552,,N,도소매,커튼,,44438
서구,양동복개시장,유림혼수백화점,1265,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15418758,126.9031283,062-369-7945,,N,도소매,"배게, 이불",,44438
서구,양동복개시장,수연사,1266,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15424735,126.9030088,062-365-4910,,N,도소매,옷,,44438
서구,양동복개시장,금천상회,1267,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15431419,126.9029483,062-365-2118,,N,도소매,옷,,44438
서구,양동복개시장,우덕상회,1268,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15440519,126.9028654,062-369-5419,,N,도소매,옷,,44438
서구,양동복개시장,이천상회,1269,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15450238,126.9028657,062-362-2841,,N,도소매,옷,,44438
서구,양동복개시장,금란패션,1270,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15440681,126.9028046,062-364-3702,,N,도소매,옷,,44438
서구,양동복개시장,팔복패션,1271,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15452977,126.9026603,062-363-5315,,N,도소매,옷,,44438
서구,양동복개시장,문화양행,1272,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.154524,126.9026027,062-365-8549,,N,도소매,옷,,44438
서구,양동복개시장,엘레강스,1273,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15451961,126.9026094,062-366-8622,,N,도소매,옷,,44438
서구,양동복개시장,광성상회,1274,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15467338,126.9024643,062-369-4962,,N,도소매,옷,,44438
서구,양동복개시장,고운보세,1275,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15468119,126.9024587,062-366-4458,,N,도소매,옷,,44438
서구,양동복개시장,뜰방,1276,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15480209,126.9023747,062-364-3644,,N,도소매,옷,,44438
서구,양동복개시장,풍년농약사,1277,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15482675,126.9023893,062-523-8752,,N,도소매,농약,,44438
서구,양동복개시장,커피스토리,1278,카페,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15483303,126.902404,062-385-6255,,N,도소매,커피,,44438
서구,양동복개시장,선비패션,1279,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15425651,126.902889,062-369-2709,,N,도소매,옷,,44438
서구,양동복개시장,우주홈커텐,1280,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15430914,126.9027575,062-361-4571,,N,도소매,"침구,커텐",,44438
서구,양동복개시장,리나원단,1281,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15438988,126.9026682,062-367-2019,,N,도소매,"커텐,원단",,44438
서구,양동복개시장,리나커텐,1282,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15463002,126.9023646,062-363-9303,,N,도소매,"침구,커텐",,44438
서구,양동복개시장,미나커텐,1283,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15467198,126.9022534,062-369-1145,,N,도소매,"침구,커텐",,44438
서구,양동복개시장,열린커텐,1284,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.154699,126.9022479,062-367-8250,,N,도소매,"침구,커텐",,44438
서구,양동복개시장,진우원단,1285,도소매,광주광역시 서구 천변좌로 243,광주광역시 서구 양동 441,35.15473661,126.9022957,062-364-8861,,N,도소매,"침구,커텐",,44438
서구,양동복개시장,예지장,1286,도소매,광주광역시 서구 천변좌로 224-1,광주광역시 서구 양동 441,35.15479105,126.9023443,062-369-1412,,N,도소매,"침대,쇼파",,44438
서구,양동닭전길시장,빛고을식자재마트,1461,도소매,광주광역시 서구 독립로185번길 31,광주광역시 서구 양동 26-2,35.15138401,126.9027246,062-527-8249,,Y,식료품,"식료품, 생활용품",,44441
서구,양동닭전길시장,금호야채,1470,도소매,광주광역시 서구 독립로185번길 27,광주광역시 서구 양동 31-1,35.15101372,126.9029383,062-369-7060,,N,식료품,"배추, 무",,44441
서구,양동닭전길시장,대우상회,1481,도소매,광주광역시 서구 구성로49번길 17,광주광역시 서구 양동 245-44,35.15250295,126.9022482,062-363-3627,,N,과일,과일,,44441
서구,양동닭전길시장,동광상회,1482,도소매,광주광역시 서구 구성로49번길 15,광주광역시 서구 양동 245-45,35.15240965,126.9022418,062-368-1466,,N,수산물,"멸치,홍어",,44441
서구,양동닭전길시장,오선양품,1491,도소매,광주광역시 서구 구성로49번길 11,광주광역시 서구 양동 21-9,35.15187534,126.9025029,062-366-9387,,N,식료품,"양파, 오이 등",,44441
서구,양동닭전길시장,우리농산물유통,1492,도소매,광주광역시 서구 구성로49번길 11,광주광역시 서구 양동 21-9,35.15185067,126.9025123,062-361-3222,,N,식료품,"나물류, 고추, 잡곡",,44441
서구,양동닭전길시장,산포야채,1495,도소매,광주광역시 서구 구성로49번길 7,광주광역시 서구 양동 20,35.15173783,126.9025629,,,N,식료품,각종 채소,,44441
서구,양동닭전길시장,에덴식품,1531,도소매,광주광역시 서구 양동시장1길 26-7,광주광역시 서구 양동 5-288,35.15302155,126.9035021,062-361-5907,,N,채소,"건고추, 고추가루",,44441
서구,양동닭전길시장,화순상회,1539,도소매,광주광역시 서구 천변좌로262번길 7-1,광주광역시 서구 양동 5-4,35.15247621,126.9038455,062-364-4083,,N,도소매,"인삼,대추",,44441
서구,양동닭전길시장,맵시나양장,1540,도소매,광주광역시 서구 구성로49번길 5,광주광역시 서구 양동 20-5,35.15167975,126.9025934,062-369-5665,,N,도소매,옷,,44441
서구,양동닭전길시장,삼원상사,1541,도소매,광주광역시 서구 양동시장3길 25,광주광역시 서구 양동 5-30,35.15245507,126.9029151,062-457-8460,,N,도소매,그릇,,44441
서구,양동닭전길시장,리빙패밀리,1542,도소매,광주광역시 서구 독립로185번길 30,광주광역시 서구 양동 18-9,35.15146284,126.9028929,,https://smartstore.naver.com/livingfamily,N,도소매,가정용품,,44441
서구,양동닭전길시장,대양축산,1546,도소매,광주광역시 서구 천변좌로262번길 21,광주광역시 서구 양동 5-125,35.15166998,126.9028668,062-234-2005,,N,도소매,축산물,,44441
서구,양동닭전길시장,거창상회,1547,도소매,광주광역시 서구 양동시장3길 15,광주광역시 서구 양동 5-178,35.15292788,126.9021623,062-364-9912,,N,도소매,건어물,,44441
서구,양동닭전길시장,지산떡집,1548,도소매,광주광역시 서구 양동시장3길 15-1,광주광역시 서구 양동 5-179,35.15294853,126.9021819,062-369-8545,,N,도소매,떡,,44441
서구,양동닭전길시장,대성상회,1549,도소매,광주광역시 서구 천변좌로 238,광주광역시 서구 양동 5-101,35.15400163,126.9021449,062-363-6690,,N,도소매,"고추, 마늘",,44441
서구,양동닭전길시장,무안수산,1550,도소매,광주광역시 서구 천변좌로246번길 16,광주광역시 서구 양동 5-254,35.15330304,126.9018775,062-363-0738,,N,도소매,홍어무침,,44441
서구,양동닭전길시장,광주광역시상회,1553,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15205128,126.9025816,,,N,도소매,원단,,44441
서구,양동닭전길시장,순덕상회,1554,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15203703,126.9025803,062-365-5086,,N,도소매,"인삼, 대추",,44441
서구,양동닭전길시장,금난생선,1555,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15202716,126.9025877,,,N,도소매,생선,,44441
서구,양동닭전길시장,풍산상회,1556,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15199591,126.9025998,062-364-1547,,N,도소매,옷,,44441
서구,양동닭전길시장,영선야채,1557,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15198439,126.9026138,,,N,도소매,야채,,44441
서구,양동닭전길시장,축복떡집,1558,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15199412,126.9025985,062-369-2229,,N,도소매,떡,,44441
서구,양동닭전길시장,수제누룽지,1559,도소매,광주광역시 서구 구성로49번길 12,광주광역시 서구 양동 5-25,35.15189722,126.9026437,,,N,도소매,누룽지,,44441
서구,양동닭전길시장,부광건어물,1560,도소매,광주광역시 서구 구성로49번길 7,광주광역시 서구 양동 20,35.15195474,126.9024938,062-361-5226,,N,도소매,"건어물,튀밥",,44441
서구,양동닭전길시장,삼희유통,1562,도소매,광주광역시 서구 양동시장3길 26-1,광주광역시 서구 양동 5-23,35.15166394,126.9025779,062-362-7656,,N,도소매,잡화,,44441
서구,양동닭전길시장,태광의상실,1563,도소매,광주광역시 서구 천변좌로262번길 20-1,광주광역시 서구 양동 5-108,35.15187305,126.9027356,062-363-8691,,N,도소매,옷,,44441
서구,양동닭전길시장,대광건강원,1565,도소매,광주광역시 서구 양동시장3길 28,광주광역시 서구 양동 5-22,35.15184243,126.9030259,062-365-0239,,N,도소매,양파,,44441
서구,양동닭전길시장,영신상회,1566,도소매,광주광역시 서구 천변좌로262번길 10-2,광주광역시 서구 양동 5-45,35.15232083,126.9035877,062-361-4065,,N,도소매,"사료, 소금",,44441
서구,양동닭전길시장,동림땅콩,1567,도소매,광주광역시 서구 천변좌로262번길 10-2,광주광역시 서구 양동 5-45,35.15235712,126.9036215,062-369-4147,,N,도소매,땅콩,,44441
서구,양동닭전길시장,동림식품,1568,도소매,광주광역시 서구 천변좌로262번길 10,광주광역시 서구 양동 5-377,35.1525967,126.9036656,062-369-4147,,N,도소매,"땅콩,쥐포",,44441
서구,양동닭전길시장,거북식품잡화,1569,도소매,광주광역시 서구 천변좌로262번길 8,광주광역시 서구 양동 5-316,35.15268284,126.9037444,062-363-5259,,N,도소매,잡화,,44441
서구,양동닭전길시장,삼화제분소,1570,도소매,광주광역시 서구 양동시장1길 30-1,광주광역시 서구 양동 5-315,35.15258039,126.9038719,062-369-7012,,N,도소매,건강식품,,44441
서구,양동닭전길시장,아주그릇백화점,1571,도소매,광주광역시 서구 천변좌로262번길 6,광주광역시 서구 양동 5-218,35.15270429,126.9039803,062-369-8200,,N,도소매,그릇,,44441
서구,양동닭전길시장,중앙그릇백화점,1572,도소매,광주광역시 서구 천변좌로262번길 4,광주광역시 서구 양동 5-56,35.15283027,126.9040313,062-368-7272,,N,도소매,그릇,,44441
서구,양동닭전길시장,백아산약초,1573,도소매,광주광역시 서구 천변좌로 260-1,광주광역시 서구 양동 5-106,35.1528328,126.904244,062-369-7031,baegasan.eplusmobile.kr,N,도소매,약초,,44441
서구,양동닭전길시장,양동통닭,1574,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15281052,126.9044751,062-364-5410,,N,도소매,치킨,,44441
서구,양동닭전길시장,try,1576,도소매,광주광역시 서구 천변좌로 260,광주광역시 서구 양동 5-57,35.15296642,126.9042595,062-368-6500,,N,도소매,속옷,,44441
서구,양동닭전길시장,유진그릇,1577,도소매,광주광역시 서구 천변좌로 260,광주광역시 서구 양동 5-57,35.15297956,126.9042318,,,N,도소매,그릇,,44441
서구,양동닭전길시장,전남기물,1578,도소매,광주광역시 서구 천변좌로 258-1,광주광역시 서구 양동 5-58,35.15304258,126.9040581,062-368-2111,,N,도소매,냄비,,44441
서구,양동닭전길시장,헤나천연염색,1579,도소매,광주광역시 서구 천변좌로 258,광주광역시 서구 양동 5-221,35.15308207,126.9040161,062-361-1127,,N,도소매,이불,,44441
서구,양동닭전길시장,우먼로드,1580,도소매,광주광역시 서구 천변좌로 256-2,광주광역시 서구 양동 5-59,35.15312736,126.9039541,062-364-8119,,N,도소매,이불,,44441
서구,양동닭전길시장,님프만,1581,도소매,광주광역시 서구 천변좌로 256-1,광주광역시 서구 양동 5-223,35.15317039,126.9038953,062-361-8882,,N,도소매,이불,,44441
서구,양동닭전길시장,아르페지오,1582,도소매,광주광역시 서구 천변좌로 256,광주광역시 서구 양동 5-399,35.15323722,126.9038331,062-672-1600,,N,도소매,이불,,44441
서구,양동닭전길시장,이브자리,1583,도소매,광주광역시 서구 천변좌로 254-2,광주광역시 서구 양동 5-398,35.15325787,126.9038288,062-369-3003,company.evezary.co.kr,N,도소매,이불,,44441
서구,양동닭전길시장,광진철물,1584,도소매,광주광역시 서구 천변좌로 254-2,광주광역시 서구 양동 5-398,35.15328557,126.9037935,062-365-5637,,N,도소매,철물,,44441
서구,양동닭전길시장,골든벨,1585,도소매,광주광역시 서구 천변좌로 246-1,광주광역시 서구 양동 5-139,35.15370503,126.9031975,062-366-9042,,N,도소매,옷,,44441
서구,양동닭전길시장,철물씨앗,1586,소매,광주광역시 서구 천변좌로 246-1,광주광역시 서구 양동 5-139,35.15373948,126.9031414,062-363-3306,,N,도소매,철물,,44441
서구,양동닭전길시장,매일제분소,1587,도소매,광주광역시 서구 천변좌로 262,광주광역시 서구 양동 5,35.15273503,126.9043316,062-363-6480,,N,도소매,곡물,,44441
서구,양동닭전길시장,광주약초건강원,1588,도소매,광주광역시 서구 양동시장1길 26,광주광역시 서구 양동 5-282,35.15287215,126.9035328,062-361-2244,,N,도소매,약초,,44441
